id,EAP,HPL,MWS
id04466,0.98682576,0.0055232192,0.007651006
id00686,0.9813866,0.00304187,0.015571545
id09010,0.03419384,0.9599241,0.0058819833
id23353,0.7650348,0.09976129,0.13520396
id00066,0.8264433,0.14597715,0.02757948
id15724,0.020706853,0.97056043,0.008732699
id23486,0.16078234,0.007835852,0.83138186
id22258,0.040531605,0.021552682,0.9379157
id02292,0.79076767,0.10408203,0.10515033
id16356,0.060081497,0.014788429,0.9251301
id00235,0.8344164,0.09095334,0.07463026
id25522,0.14819512,0.012193512,0.8396114
id04204,0.045750726,0.9423921,0.011857158
id22016,0.6450052,0.101234205,0.2537606
id06480,0.04838483,0.9457466,0.0058685453
id08718,0.10624198,0.012355441,0.88140255
id05251,0.0009421172,0.99870586,0.00035199244
id03359,0.8088686,0.09212698,0.09900437
id16117,0.0053296485,0.0008373618,0.99383295
id17000,0.00070116075,0.99852496,0.0007739604
id01730,0.031176968,0.96631384,0.002509205
id00630,0.23162512,0.69677085,0.07160406
id18175,0.09547321,0.009160899,0.8953659
id00907,0.9688103,0.01756977,0.013619913
id18251,0.001141932,0.9986621,0.00019591341
id25861,0.79377717,0.104058415,0.10216436
id00398,0.6623725,0.14089336,0.19673415
id27573,0.9957825,0.0009903057,0.003227229
id10022,0.015033425,0.89397097,0.09099561
id15901,0.027158545,0.0006817279,0.97215974
id00451,0.059946332,0.00787713,0.93217653
id23129,0.003952894,0.9933329,0.002714233
id26498,0.039145056,0.9507832,0.010071701
id14741,0.19333443,0.10450932,0.70215625
id18453,0.20489302,0.013055686,0.7820513
id08309,0.95809275,0.023604112,0.018303163
id00320,0.9988432,0.00045891255,0.00069782144
id07688,0.14839302,0.019381426,0.83222556
id01556,0.07433807,0.0110987555,0.9145631
id00178,0.4074688,0.010626644,0.5819046
id18902,0.18479118,0.08752227,0.7276866
id27002,0.6944428,0.17680155,0.12875561
id21418,0.9981673,0.0010648122,0.00076783
id23018,0.65353763,0.072598636,0.27386367
id07032,0.488116,0.24514425,0.26673982
id16195,0.4027443,0.031941503,0.56531423
id11202,0.0829334,0.87473464,0.042331997
id09578,0.706363,0.046490133,0.24714687
id26984,0.9012198,0.014917796,0.08386244
id19856,0.006409067,0.99148834,0.0021026058
id12086,0.7110449,0.02412703,0.26482806
id12052,0.07698968,0.025270218,0.89774007
id17728,0.002774839,0.00045094598,0.99677426
id24608,0.81223816,0.07199956,0.11576233
id21097,0.07611135,0.014097425,0.90979123
id20179,0.0046687704,0.0009065722,0.9944246
id15144,0.52086157,0.37480566,0.104332805
id00206,0.97325754,0.010231186,0.016511314
id22285,0.008370082,0.0023609383,0.98926896
id06417,0.16537766,0.31800917,0.5166132
id00215,0.006988602,0.99172324,0.0012881397
id04201,0.23965763,0.018669602,0.7416728
id21771,0.98061633,0.014367779,0.0050159306
id12451,0.07437286,0.7144637,0.21116342
id14250,0.022644127,0.86256576,0.1147901
id03433,0.009610737,0.98783153,0.0025577953
id03303,0.12433369,0.014230375,0.86143595
id25901,0.30279112,0.55842656,0.1387823
id06945,0.244141,0.026666943,0.7291921
id05664,0.35181522,0.4407108,0.20747398
id05741,0.99879956,0.0006064797,0.0005938963
id10652,0.5893717,0.071674146,0.3389542
id16300,0.9922655,0.0031127997,0.004621602
id12319,0.6090306,0.1375712,0.2533982
id07500,0.015852373,0.98363334,0.0005142732
id12478,0.54853797,0.1666453,0.28481674
id03076,0.20969673,0.011972491,0.7783308
id00969,0.2250211,0.68809164,0.086887255
id23636,0.043037664,0.9328075,0.024154883
id09791,0.10719606,0.018021146,0.8747828
id05680,0.023267783,0.4010496,0.5756826
id03672,0.10267343,0.7013328,0.19599378
id04286,0.0037187596,0.99315333,0.003127931
id23883,0.007400687,0.11826024,0.87433904
id11914,0.8150162,0.058578655,0.12640518
id20974,0.006946167,0.9909037,0.0021501656
id26125,0.01673444,0.002808104,0.9804575
id15543,0.48310795,0.057810094,0.45908198
id19471,0.9991239,0.00045688875,0.0004191879
id11503,0.8186342,0.12156696,0.059798814
id09321,0.014254091,0.9738633,0.011882602
id25560,0.0019289913,0.0006115846,0.9974595
id06726,0.3110206,0.088631965,0.6003474
id05709,0.9504265,0.030312357,0.019261101
id09788,0.14568566,0.7396788,0.114635535
id05289,0.99879575,0.0005714676,0.00063280074
id11815,0.0025739577,0.9958437,0.0015822835
id22422,0.62731624,0.19429441,0.17838936
id25954,0.9658453,0.005613737,0.02854096
id13601,0.65302587,0.21986376,0.12711033
id05677,0.8024981,0.011474783,0.18602715
id10498,0.003890742,0.99571854,0.0003907522
id02665,0.25240302,0.7163887,0.031208228
id10114,0.014118735,0.93591607,0.049965184
id26314,0.38315433,0.5764396,0.04040604
id21240,0.4280256,0.11719126,0.4547831
id15569,0.97299576,0.018873386,0.008130877
id25928,0.21684766,0.019315796,0.76383656
id22706,0.01846485,0.9801005,0.0014345841
id20877,0.0021644656,0.99516535,0.0026701482
id04318,0.7634889,0.026013233,0.21049792
id18299,0.05215583,0.92559445,0.022249736
id08126,0.0572229,0.0029146913,0.9398624
id14293,0.59430385,0.011488713,0.39420742
id12759,0.9982821,0.0008556386,0.00086234824
id11983,0.59957105,0.15958539,0.24084361
id05580,0.10685528,0.8448359,0.04830879
id25846,0.43388146,0.38190144,0.18421704
id01939,0.41388485,0.052403774,0.5337114
id26327,0.32513976,0.28236336,0.39249694
id11068,0.0131420875,0.0018651499,0.98499274
id08404,0.98208815,0.005449576,0.012462265
id27189,0.3096987,0.6819305,0.008370819
id15119,0.0345476,0.93231875,0.033133686
id26525,0.9554076,0.028643604,0.015948772
id03618,0.46616766,0.43493167,0.09890066
id27220,0.9969559,0.00094667403,0.0020974868
id18777,0.13943917,0.011403633,0.84915715
id20213,0.8935581,0.05593349,0.050508473
id20403,0.8453236,0.13160338,0.023072992
id03777,0.2300801,0.020272842,0.749647
id10595,0.006807779,0.99085486,0.0023373237
id13816,0.17874,0.014104891,0.8071551
id05667,0.017515928,0.13086498,0.85161906
id24629,0.5507175,0.039825547,0.409457
id20398,0.12930794,0.24308601,0.62760603
id14108,0.0017768536,0.000453801,0.99776936
id06196,0.0010917386,0.99850637,0.00040189698
id02800,0.104901776,0.8475792,0.047519088
id18732,0.005364154,0.99146616,0.0031696793
id11915,0.065818176,0.8916816,0.04250022
id09739,0.5644391,0.08469031,0.35087058
id24672,0.9658251,0.03196894,0.002205965
id00414,0.0044726324,0.0013501847,0.9941772
id16307,0.9352918,0.052044433,0.012663727
id14043,0.21119079,0.014651331,0.7741578
id00517,0.0250938,0.008924607,0.96598154
id09744,0.97514844,0.023619812,0.0012317564
id19257,0.9555958,0.025456356,0.018947883
id15437,0.28563356,0.67173904,0.042627413
id16352,0.10745429,0.03382257,0.85872316
id18849,0.5383843,0.3003586,0.16125713
id19434,0.0028587685,0.9952992,0.0018420017
id17928,0.16376992,0.02394203,0.812288
id16896,0.031677864,0.0035184636,0.96480364
id02135,0.50439775,0.24269262,0.25290966
id15075,0.9747966,0.01511294,0.010090467
id27486,0.0078012836,0.9900883,0.0021104645
id19422,0.96191746,0.02893573,0.00914679
id09603,0.04563228,0.89615846,0.05820923
id02133,0.094075635,0.83019763,0.07572674
id03441,0.26296762,0.022261057,0.71477133
id02398,0.00046097222,0.99932694,0.00021210455
id05152,0.15889038,0.011743427,0.8293662
id17838,0.27868396,0.03247896,0.6888371
id25060,0.9985391,0.0009715194,0.00048941665
id09998,0.11575419,0.029429479,0.8548164
id01828,0.009512838,0.97127646,0.019210707
id25377,0.2667065,0.029106569,0.704187
id22175,0.0098368,0.9856878,0.004475383
id02974,0.070459776,0.008204537,0.92133564
id26955,0.9937689,0.0052743317,0.00095678924
id21091,0.9432688,0.04139603,0.015335196
id12802,0.898129,0.09275057,0.009120449
id07432,0.0017082576,0.997528,0.0007637688
id18749,0.084074184,0.8295363,0.086389475
id15030,0.017079255,0.02188456,0.9610362
id17155,0.0021004078,0.9974255,0.00047411784
id08128,0.0014706026,0.9394267,0.059102666
id25706,0.0007673778,0.9975956,0.0016369493
id15645,0.7515957,0.20155598,0.04684832
id04943,0.9207594,0.05276066,0.026479885
id27566,0.012095671,0.000451787,0.98745257
id11765,0.21415325,0.5843354,0.20151141
id13783,0.44083282,0.24074905,0.3184181
id00492,0.008919835,0.003932149,0.987148
id27636,0.043193854,0.0016902366,0.95511585
id04273,0.95767266,0.03622522,0.0061021005
id02537,0.44925302,0.11064801,0.44009894
id24349,0.984346,0.011742995,0.003911091
id00023,0.001222059,0.9981054,0.0006725518
id23025,0.65954643,0.23565687,0.10479669
id08722,0.9437944,0.03950003,0.016705599
id02420,0.9981876,0.0012066937,0.00060569064
id10811,0.9557185,0.02545758,0.018823888
id04019,0.0014837225,0.0005926335,0.9979236
id18334,0.9835073,0.011223519,0.005269232
id16781,0.6433127,0.2993866,0.057300728
id08773,0.13634421,0.8522398,0.011416029
id19214,0.53841704,0.37422842,0.087354526
id09589,0.001763606,0.9937196,0.004516853
id24246,0.5835109,0.02313922,0.39334995
id23577,0.8520358,0.13688481,0.011079335
id09305,0.74969405,0.045573413,0.20473251
id16460,0.34211785,0.021822423,0.63605976
id21115,0.29554725,0.2657092,0.43874353
id25996,0.6943177,0.05830194,0.24738036
id02551,0.003982062,0.0031054239,0.9929125
id19352,0.017950423,0.0005731491,0.98147637
id03806,0.1585389,0.024218464,0.8172427
id26544,0.63482845,0.18333289,0.18183868
id18761,0.9521086,0.037650205,0.010241228
id24148,0.068272576,0.9295764,0.0021509866
id16095,0.0479502,0.8766799,0.07536994
id18442,0.7731761,0.050975632,0.17584828
id22596,0.002421818,0.0021881044,0.99539006
id23002,0.0060767466,0.0033594924,0.99056375
id04797,0.99405766,0.0022661905,0.0036761898
id06610,0.12658015,0.009216793,0.86420304
id16173,0.5715619,0.21843429,0.21000384
id18292,0.0660237,0.034604445,0.89937186
id27328,0.9917384,0.0017188854,0.0065427986
id01695,0.123819344,0.85290015,0.023280485
id05761,0.7459237,0.023412226,0.23066403
id16354,0.97079504,0.015948428,0.013256483
id12207,0.02474512,0.818702,0.15655294
id05665,0.2514347,0.008321208,0.7402441
id01911,0.9147348,0.059646063,0.025619186
id19153,0.025519947,0.0015795671,0.9729005
id10295,0.49451625,0.43582624,0.06965745
id23038,0.63565135,0.2750975,0.089251176
id23783,0.12000201,0.8743496,0.005648413
id27879,0.97202617,0.02707578,0.00089808466
id19190,0.0020955827,0.99725085,0.0006534949
id05065,0.97542745,0.011317865,0.0132546965
id21296,0.008927082,0.8640213,0.12705165
id13262,0.40952882,0.10439018,0.48608106
id10333,0.96757925,0.0051050144,0.027315767
id16677,0.27487165,0.610151,0.11497738
id01392,0.21317615,0.020360941,0.76646286
id27874,0.6055045,0.14538525,0.24911025
id02294,0.010411424,0.9765622,0.0130263
id18298,0.007846711,0.0041313665,0.98802185
id06997,0.9866012,0.002575242,0.010823568
id05243,0.6423288,0.05868441,0.29898676
id00860,0.028890647,0.8622455,0.10886382
id26681,0.99830294,0.0010638677,0.00063313486
id06020,0.006192334,0.001192293,0.99261534
id27683,0.7797937,0.10774997,0.112456314
id17655,0.0047822613,0.99422544,0.0009923654
id08817,0.12301595,0.015348072,0.861636
id11512,0.0018451124,0.0034588834,0.994696
id00478,0.17524502,0.06728887,0.75746614
id02116,0.9357579,0.04485591,0.019386163
id06746,0.98710907,0.0074715475,0.0054193772
id03863,0.68088675,0.22140653,0.09770672
id01802,0.019314725,0.94412106,0.03656428
id11682,0.7130225,0.024567729,0.2624098
id04033,0.010782972,0.9707346,0.01848237
id09286,0.063421495,0.7833379,0.15324065
id12904,0.9990482,0.0005246182,0.00042714007
id07420,0.0023756733,0.0017296153,0.9958947
id22398,0.00084272114,0.9989812,0.00017608638
id00424,0.10366795,0.03119991,0.86513215
id20960,0.9689353,0.024731364,0.0063332943
id10267,0.2716979,0.4820907,0.24621134
id19330,0.32195532,0.008650737,0.66939396
id00994,0.0025051478,0.99570626,0.0017885973
id10785,0.8547068,0.07388858,0.07140459
id00955,0.011114765,0.97107375,0.017811425
id09757,0.005753967,0.9936608,0.00058515306
id10030,0.26401752,0.018594181,0.71738833
id22952,0.1870148,0.04376882,0.76921636
id21955,0.001462242,0.0012283088,0.99730945
id07674,0.59766555,0.21757053,0.1847639
id13760,0.022433447,0.97614735,0.0014191979
id18166,0.94089776,0.0027610394,0.05634113
id23498,0.95380247,0.04392289,0.0022746704
id05296,0.9983461,0.00092104176,0.0007328105
id26709,0.9110933,0.05975243,0.029154329
id02853,0.98010993,0.014647175,0.005242934
id06800,0.3214418,0.077875905,0.6006823
id14758,0.28797567,0.66729814,0.04472624
id12356,0.96311086,0.031742666,0.005146437
id21492,0.7011475,0.23789342,0.06095904
id27540,0.37550542,0.0041104252,0.62038416
id07376,0.047836594,0.89764494,0.054518424
id15201,0.5023583,0.4775226,0.020119088
id23388,0.0019495577,0.9965314,0.0015190738
id13923,0.16428769,0.800115,0.035597328
id00794,0.0047701974,0.9931456,0.0020841854
id23910,0.27530643,0.09931185,0.62538177
id02556,0.15181682,0.037579708,0.8106035
id22151,0.00089185167,0.9989052,0.00020297636
id11698,0.10094858,0.84669966,0.05235181
id11627,0.5634235,0.12017318,0.3164033
id06340,0.9980933,0.0012334948,0.000673228
id05123,0.87996435,0.04785588,0.07217978
id26620,0.0010100225,0.00037453717,0.9986154
id04002,0.0851737,0.19909199,0.7157343
id26554,0.20369445,0.67178583,0.12451974
id18012,0.078292206,0.04139838,0.8803094
id12964,0.27487954,0.020876726,0.7042438
id18965,0.017725429,0.93750215,0.044772476
id19082,0.02561538,0.0010944961,0.9732902
id26742,0.0022571494,0.00041845787,0.99732435
id15442,0.23203996,0.643733,0.124227025
id16647,0.50989777,0.068089634,0.4220126
id11544,0.15658168,0.024287941,0.8191304
id20581,0.5160872,0.07551461,0.4083982
id13192,0.446321,0.31435874,0.23932028
id15814,0.2180175,0.13242,0.6495625
id26279,0.044302117,0.9495804,0.006117559
id00240,0.96581984,0.02453909,0.009641117
id22836,0.9981,0.00089498924,0.00100501
id15085,0.020624725,0.9218698,0.0575054
id17495,0.49290052,0.021470604,0.4856289
id26762,0.4560231,0.114195555,0.42978135
id13685,0.99895203,0.0004953856,0.0005525538
id16560,0.0030877101,0.9959616,0.0009507347
id17184,0.0017574697,0.99786514,0.00037738413
id21635,0.9981704,0.0010390396,0.0007905407
id26751,0.38640276,0.44377357,0.16982365
id12351,0.9818111,0.0025245936,0.015664276
id14872,0.4203115,0.18653433,0.3931542
id18372,0.80168366,0.1735697,0.024746621
id26851,0.66074824,0.26689735,0.07235442
id22659,0.67809665,0.3166541,0.005249277
id04102,0.0021018176,0.00062008476,0.99727815
id02353,0.0029270775,0.9961345,0.00093844265
id26721,0.9980611,0.0010470742,0.00089178415
id11171,0.8568532,0.06605846,0.07708835
id13562,0.50164497,0.19515827,0.3031968
id26425,0.84532344,0.023420408,0.13125612
id26394,0.5640767,0.024366615,0.41155666
id22187,0.4922888,0.4212786,0.08643261
id00422,0.9991627,0.0005143425,0.00032304093
id22667,0.0051837415,0.9934136,0.0014026561
id00911,0.72682667,0.16833045,0.10484287
id17291,0.2164525,0.102074526,0.68147296
id01915,0.24828789,0.10093207,0.65078
id01434,0.15670359,0.0226704,0.820626
id01584,0.4688601,0.039007906,0.49213204
id09266,0.9466621,0.025980528,0.027357291
id17494,0.0012016076,0.9983367,0.00046171862
id24919,0.30967045,0.22003146,0.47029808
id21043,0.029060388,0.0005045091,0.9704351
id17796,0.0035657713,0.9959096,0.00052463805
id02166,0.36741546,0.003170036,0.6294145
id17503,0.9544312,0.012094383,0.033474475
id21203,0.38731816,0.060306188,0.5523757
id25626,0.9986364,0.00078888756,0.00057469745
id09836,0.9971777,0.0022474714,0.0005748357
id24202,0.017915495,0.05029054,0.93179405
id27260,0.63201344,0.22357805,0.14440854
id23167,0.0010418225,0.00070427253,0.9982539
id10393,0.034011595,0.9562159,0.009772503
id01171,0.17008923,0.76175344,0.06815728
id06380,0.96883464,0.016709048,0.014456312
id22686,0.28197,0.008568183,0.7094618
id26250,0.25531027,0.014838467,0.72985125
id09315,0.23174408,0.68491924,0.08333667
id00886,0.26266596,0.6144953,0.12283873
id03101,0.8448645,0.03692993,0.11820559
id12367,0.6767662,0.03792815,0.28530562
id10770,0.7525671,0.028876672,0.21855623
id14949,0.0021073385,0.99714905,0.00074361305
id14141,0.26353297,0.7076328,0.028834267
id25417,0.2110268,0.6798208,0.109152414
id26873,0.6211377,0.12302338,0.25583893
id10818,0.18312289,0.019218512,0.7976586
id15146,0.7045113,0.013573394,0.2819153
id23328,0.47792092,0.5049228,0.01715629
id16765,0.09090929,0.8117203,0.09737039
id24383,0.9755898,0.0012614809,0.023148715
id21304,0.9543228,0.013521047,0.032156143
id12551,0.0074796784,0.991962,0.00055828755
id23274,0.13090885,0.053699303,0.81539184
id08117,0.56355673,0.06368121,0.37276208
id23961,0.9873704,0.006610671,0.0060189185
id13865,0.004997378,0.9883902,0.006612389
id22807,0.17950764,0.020700669,0.7997917
id08951,0.2766969,0.05669204,0.666611
id18684,0.990569,0.0076234126,0.001807554
id25179,0.017467769,0.7674592,0.21507296
id27033,0.9697454,0.008095895,0.022158753
id13977,0.26803225,0.67197937,0.059988372
id19337,0.004224203,0.98893845,0.0068373247
id25764,0.20042868,0.7761677,0.02340359
id16106,0.076343305,0.10480896,0.8188478
id05468,0.001627466,0.0005080099,0.99786454
id05241,0.9787244,0.0036319606,0.017643638
id10215,0.66221404,0.1781304,0.15965559
id23457,0.004273329,0.0029123148,0.99281436
id02200,0.99856037,0.0012189179,0.0002206995
id13714,0.191373,0.78312814,0.025498835
id20332,0.0035684288,0.00094860676,0.9954829
id18573,0.22566599,0.22521472,0.5491193
id08569,0.9981316,0.00051289395,0.0013555317
id22767,0.76153976,0.1910917,0.04736853
id25390,0.10975027,0.83364195,0.056607813
id09288,0.9885179,0.0020248366,0.009457263
id12381,0.99867404,0.00057204784,0.0007538932
id02895,0.08752301,0.070016734,0.8424603
id25270,0.0076852427,0.00049540173,0.9918194
id14248,0.40972978,0.06489168,0.5253785
id12831,0.6607522,0.013952557,0.3252953
id18305,0.7929781,0.016309118,0.19071274
id07805,0.9984059,0.0011279844,0.0004661395
id14027,0.31480232,0.1396295,0.5455682
id02760,0.6012998,0.15979983,0.23890036
id24362,0.9822788,0.007666354,0.010054866
id17065,0.018922804,0.9805064,0.00057072536
id26583,0.013336092,0.8282511,0.15841277
id19664,0.9995214,0.00039173986,8.683627e-05
id25145,0.9136659,0.024423303,0.06191079
id17858,0.0024417657,0.9943482,0.003209962
id05148,0.4610023,0.2856027,0.25339502
id22928,0.7861178,0.12777084,0.08611133
id21549,0.2209431,0.0012563459,0.77780056
id12649,0.040068984,0.9561988,0.0037321427
id21597,0.65938294,0.07142983,0.2691872
id27945,0.9794038,0.0138432635,0.006752928
id00243,0.971092,0.002602049,0.026305992
id02745,0.76814264,0.069554605,0.16230275
